date,trial_num,trial_date,matings,female_age,treatment,vial,trial_start,mating_start,mating_end,male_type,mating_latency,trial_duration,courtship_bouts,mated?,notes,
2023-12-01,5,dec_01,some,22,medium,6,9:05:51 AM,NA,NA,glued,,10800,1,,,
2023-12-01,5,dec_01,some,22,high,7,9:08:56 AM,,,normal,,10800,5,,,
2023-12-01,5,dec_01,some,22,low,7,9:07:06 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,7,9:08:57 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,8,9:06:14 AM,,,normal,,10800,0,,,
2023-12-01,5,dec_01,some,22,low,8,9:07:26 AM,NA,NA,glued,,10800,3,,,
2023-12-01,5,dec_01,some,22,medium,8,9:09:21 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,9,9:09:23 AM,,,normal,,10800,5,,,
2023-12-01,5,dec_01,some,22,low,9,9:10:31 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,9,9:10:32 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,10,9:11:03 AM,,,normal,,10800,3,,,
2023-12-01,5,dec_01,some,22,low,10,9:11:39 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,10,9:11:41 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,11,9:12:57 AM,,,normal,,10800,0,,,
2023-12-01,5,dec_01,some,22,low,11,9:14:00 AM,NA,NA,glued,,10800,1,,,
2023-12-01,5,dec_01,some,22,medium,11,9:14:01 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,12,9:14:19 AM,,,normal,,10800,0,,,
2023-12-01,5,dec_01,some,22,low,12,9:15:05 AM,NA,NA,glued,,10800,4,,,
2023-12-01,5,dec_01,some,22,medium,12,9:15:06 AM,NA,NA,glued,,10800,0,,,
2023-12-01,5,dec_01,some,22,high,13,9:16:17 AM,,,normal,,10800,0,,,
2023-12-01,5,dec_01,some,22,low,13,9:16:43 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,13,9:16:44 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,14,9:17:23 AM,10:41:41 AM,10:56:13 AM,normal,5058,5930,1,y,,
2023-12-01,5,dec_01,some,22,low,14,9:18:39 AM,NA,NA,glued,,10800,0,,,
2023-12-01,5,dec_01,some,22,medium,14,9:18:41 AM,NA,NA,glued,,10800,1,,,
2023-12-01,5,dec_01,some,22,high,15,9:19:11 AM,,,normal,,10800,1,,,
2023-12-01,5,dec_01,some,22,low,15,9:19:12 AM,NA,NA,glued,,10800,2,,,
2023-12-01,5,dec_01,some,22,medium,15,9:19:13 AM,NA,NA,glued,,10800,0,,,
2023-12-01,5,dec_01,some,22,high,16,9:20:01 AM,,,normal,,10800,5,,,
2023-12-01,5,dec_01,some,22,low,16,9:20:02 AM,NA,NA,glued,,10800,3,,,
2023-12-01,5,dec_01,some,22,medium,16,9:20:02 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,17,9:21:18 AM,,,normal,,10800,1,,,
2023-12-01,5,dec_01,some,22,low,17,9:21:19 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,17,9:21:20 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,18,9:22:36 AM,11:09:37 AM,11:24:25 AM,normal,6421,7309,3,y,,
2023-12-01,5,dec_01,some,22,low,18,9:22:37 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,18,9:22:38 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,19,9:23:21 AM,,,normal,,10800,5,,,
2023-12-01,5,dec_01,some,22,low,19,9:23:59 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,19,9:24:01 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,high,20,9:25:37 AM,,,normal,,10800,0,,,
2023-12-01,5,dec_01,some,22,low,20,9:25:38 AM,NA,NA,glued,,10800,5,,,
2023-12-01,5,dec_01,some,22,medium,20,9:25:38 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,1,8:59:34 AM,NA,NA,glued,,10800,5,,24.1 degrees,LIVE COUNT
2023-12-03,6,dec_03,some,24,medium,1,9:00:00 AM,10:37:08 AM,10:50:26 AM,normal,5828,6626,0,y,36% RH,17
2023-12-03,6,dec_03,some,24,high,1,9:00:06 AM,11:13:01 AM,11:31:35 AM,normal,7975,9089,5,y,,0
2023-12-03,6,dec_03,some,24,low,2,9:00:15 AM,NA,NA,glued,,10800,5,,,11
2023-12-03,6,dec_03,some,24,medium,2,9:00:40 AM,9:43:03 AM,10:00:44 AM,normal,2543,3604,2,y,,6
2023-12-03,6,dec_03,some,24,high,2,9:00:50 AM,,,normal,,10800,4,,,
2023-12-03,6,dec_03,some,24,low,3,dead,dead,dead,normal,,NA,NA,,,
2023-12-03,6,dec_03,some,24,medium,3,9:01:03 AM,9:24:08 AM,9:37:43 AM,normal,1385,2200,1,y,,
2023-12-03,6,dec_03,some,24,high,3,9:01:10 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,4,9:01:25 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,4,9:01:42 AM,,,normal,,10800,1,,,
2023-12-03,6,dec_03,some,24,high,4,9:02:03 AM,11:41:44 AM,11:51:59 AM,normal,9581,10196,5,y,,
2023-12-03,6,dec_03,some,24,low,5,dead,dead,dead,normal,,NA,NA,,,
2023-12-03,6,dec_03,some,24,medium,5,9:02:19 AM,10:50:37 AM,11:19:03 AM,normal,6498,8204,5,y,,
2023-12-03,6,dec_03,some,24,high,5,9:02:31 AM,,,normal,,10800,0,,,
2023-12-03,6,dec_03,some,24,low,6,9:02:55 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,6,9:03:05 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,6,9:03:21 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,7,9:03:28 AM,NA,NA,glued,,10800,2,,,
2023-12-03,6,dec_03,some,24,medium,7,9:04:08 AM,9:09:43 AM,9:31:45 AM,normal,335,1657,1,y,,
2023-12-03,6,dec_03,some,24,high,7,9:04:57 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,8,9:04:37 AM,NA,NA,glued,,10800,4,,,
2023-12-03,6,dec_03,some,24,medium,8,9:05:27 AM,9:24:28 AM,9:48:07 AM,normal,1141,2560,1,y,,
2023-12-03,6,dec_03,some,24,high,8,9:05:48 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,9,9:06:12 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,9,9:06:53 AM,10:49:35 AM,11:03:32 AM,normal,6162,6999,5,y,,
2023-12-03,6,dec_03,some,24,high,9,9:07:07 AM,,,normal,,10800,3,,,
2023-12-03,6,dec_03,some,24,low,10,9:07:15 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,10,9:08:14 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,10,9:08:14 AM,,,normal,,10800,3,,,
2023-12-03,6,dec_03,some,24,low,11,9:08:29 AM,NA,NA,glued,,10800,0,,,
2023-12-03,6,dec_03,some,24,medium,11,9:08:44 AM,9:22:52 AM,9:42:48 AM,normal,848,2044,0,y,,
2023-12-03,6,dec_03,some,24,high,11,9:08:57 AM,,,normal,,10800,1,,,
2023-12-03,6,dec_03,some,24,low,12,9:09:12 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,12,9:09:26 AM,,,normal,,10800,2,,,
2023-12-03,6,dec_03,some,24,high,12,9:10:04 AM,11:04:19 AM,11:20:45 AM,normal,6855,7841,1,y,,
2023-12-03,6,dec_03,some,24,low,13,9:10:17 AM,NA,NA,glued,,10800,0,,,
2023-12-03,6,dec_03,some,24,medium,13,9:10:41 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,13,9:10:54 AM,9:20:44 AM,9:35:20 AM,normal,590,1466,1,y,,
2023-12-03,6,dec_03,some,24,low,14,9:11:36 AM,NA,NA,glued,,10800,1,,,
2023-12-03,6,dec_03,some,24,medium,14,9:11:50 AM,9:40:41 AM,10:01:29 AM,normal,1731,2979,1,y,,
2023-12-03,6,dec_03,some,24,high,14,9:12:04 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,15,9:12:18 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,15,9:12:31 AM,11:51:51 AM,12:04:33 PM,normal,9560,10322,1,y,,
2023-12-03,6,dec_03,some,24,high,15,9:12:54 AM,11:08:48 AM,11:30:44 AM,normal,6954,8270,5,y,,
2023-12-03,6,dec_03,some,24,low,16,9:13:06 AM,NA,NA,glued,,10800,0,,,
2023-12-03,6,dec_03,some,24,medium,16,9:13:59 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,16,9:14:06 AM,11:04:10 AM,11:20:39 AM,normal,6604,7593,5,y,,
2023-12-03,6,dec_03,some,24,low,17,9:14:23 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,17,9:14:34 AM,10:48:49 AM,11:11:30 AM,normal,5655,7016,0,y,,
2023-12-03,6,dec_03,some,24,high,17,9:15:11 AM,,,normal,,10800,0,,,
2023-12-03,6,dec_03,some,24,low,18,9:15:25 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,18,9:15:51 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,18,9:16:04 AM,,,normal,,10800,0,,,
2023-12-03,6,dec_03,some,24,low,19,9:16:18 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,19,9:16:30 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,19,9:16:43 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,low,20,9:16:57 AM,NA,NA,glued,,10800,5,,,
2023-12-03,6,dec_03,some,24,medium,20,9:17:14 AM,,,normal,,10800,5,,,
2023-12-03,6,dec_03,some,24,high,20,9:17:53 AM,,,normal,,10800,3,,,
2023-12-05,7,dec_05,some,26,medium,1,8:58:56 AM,NA,NA,glued,,10800,5,,24.5 degC,LIVE COUNT
2023-12-05,7,dec_05,some,26,high,1,8:59:11 AM,,,normal,,10800,5,,35% RH,6
2023-12-05,7,dec_05,some,26,low,1,8:59:22 AM,NA,NA,glued,,10800,4,,,
2023-12-05,7,dec_05,some,26,medium,2,8:59:36 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,2,8:59:52 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,2,9:00:04 AM,NA,NA,glued,,10800,2,,,
2023-12-05,7,dec_05,some,26,medium,3,9:00:20 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,3,9:00:36 AM,,,normal,,10800,0,,,
2023-12-05,7,dec_05,some,26,low,3,dead,NA,NA,glued,,10800,NA,,,
2023-12-05,7,dec_05,some,26,medium,4,9:00:55 AM,NA,NA,glued,,10800,2,,,
2023-12-05,7,dec_05,some,26,high,4,9:01:07 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,4,9:01:17 AM,NA,NA,glued,,10800,1,,,
2023-12-05,7,dec_05,some,26,medium,5,9:01:27 AM,NA,NA,glued,,10800,1,,,
2023-12-05,7,dec_05,some,26,high,5,9:01:36 AM,9:12:30 AM,9:26:56 AM,normal,654,1520,0,y,,
2023-12-05,7,dec_05,some,26,low,5,dead,NA,NA,glued,,10800,NA,,,
2023-12-05,7,dec_05,some,26,medium,6,9:01:47 AM,NA,NA,glued,,10800,0,,,
2023-12-05,7,dec_05,some,26,high,6,9:01:57 AM,9:15:43 AM,9:33:22 AM,normal,826,1885,0,y,,
2023-12-05,7,dec_05,some,26,low,6,9:02:14 AM,NA,NA,glued,,10800,2,,,
2023-12-05,7,dec_05,some,26,medium,7,9:02:47 AM,NA,NA,glued,,10800,0,,,
2023-12-05,7,dec_05,some,26,high,7,9:03:02 AM,9:12:24 AM,9:28:55 AM,normal,562,1553,0,y,,
2023-12-05,7,dec_05,some,26,low,7,9:03:18 AM,NA,NA,glued,,10800,0,,,
2023-12-05,7,dec_05,some,26,medium,8,9:03:40 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,8,9:03:53 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,8,9:04:14 AM,NA,NA,glued,,10800,3,,glued male managed to mate x2,
2023-12-05,7,dec_05,some,26,medium,9,9:04:27 AM,NA,NA,glued,,10800,3,,,
2023-12-05,7,dec_05,some,26,high,9,9:04:55 AM,,,normal,,10800,4,,,
2023-12-05,7,dec_05,some,26,low,9,9:05:11 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,10,9:05:22 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,10,9:05:32 AM,11:10:37 AM,11:25:10 AM,normal,7505,8378,5,y,,
2023-12-05,7,dec_05,some,26,low,10,9:05:42 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,11,9:06:09 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,11,9:07:34 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,11,9:07:46 AM,NA,NA,glued,,10800,0,,,
2023-12-05,7,dec_05,some,26,medium,12,9:07:03 AM,NA,NA,glued,,10800,0,,,
2023-12-05,7,dec_05,some,26,high,12,9:08:06 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,12,9:08:33 AM,NA,NA,glued,,10800,1,,,
2023-12-05,7,dec_05,some,26,medium,13,9:09:41 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,13,9:09:57 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,13,9:10:08 AM,NA,NA,glued,,10800,3,,,
2023-12-05,7,dec_05,some,26,medium,14,9:10:19 AM,NA,NA,glued,,10800,0,,,
2023-12-05,7,dec_05,some,26,high,14,9:10:32 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,14,9:10:48 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,15,9:11:02 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,15,9:11:15 AM,,,normal,,10800,0,,,
2023-12-05,7,dec_05,some,26,low,15,9:11:35 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,16,9:11:47 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,16,9:11:55 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,16,9:12:46 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,17,9:13:15 AM,NA,NA,glued,,10800,2,,,
2023-12-05,7,dec_05,some,26,high,17,9:13:31 AM,9:50:29 AM,10:11:56 AM,normal,2218,3505,0,y,,
2023-12-05,7,dec_05,some,26,low,17,9:13:44 AM,NA,NA,glued,,10800,4,,,
2023-12-05,7,dec_05,some,26,medium,18,dead,NA,NA,glued,,10800,NA,,,
2023-12-05,7,dec_05,some,26,high,18,9:14:38 AM,,,normal,,10800,3,,,
2023-12-05,7,dec_05,some,26,low,18,9:14:49 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,19,9:15:05 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,high,19,9:15:17 AM,11:05:12 AM,11:25:13 AM,normal,6595,7796,1,y,,
2023-12-05,7,dec_05,some,26,low,19,9:15:36 AM,NA,NA,glued,,10800,5,,,
2023-12-05,7,dec_05,some,26,medium,20,9:15:57 AM,NA,NA,glued,,10800,0,,glued male mated at 9:53,
2023-12-05,7,dec_05,some,26,high,20,9:16:04 AM,,,normal,,10800,5,,,
2023-12-05,7,dec_05,some,26,low,20,9:16:15 AM,NA,NA,glued,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,1,10:17:45 AM,,,normal,,10800,5,,,LIVE COUNT
2023-12-07,8,dec_07,all,28,low,1,10:18:10 AM,,,normal,,10800,5,,,30
2023-12-07,8,dec_07,all,28,medium,1,10:18:10 AM,10:31:16 AM,10:52:17 AM,normal,786,2047,1,y,,7
2023-12-07,8,dec_07,all,28,high,2,10:18:50 AM,11:34:28 AM,11:53:58 AM,normal,4538,5708,1,y,,14
2023-12-07,8,dec_07,all,28,low,2,10:18:52 AM,,,normal,,10800,5,,,9
2023-12-07,8,dec_07,all,28,medium,2,10:18:52 AM,11:35:02 AM,11:59:58 AM,normal,4570,6066,2,y,,
2023-12-07,8,dec_07,all,28,high,3,10:19:23 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,3,dead,,,normal,,10800,NA,,,
2023-12-07,8,dec_07,all,28,medium,3,10:19:24 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,4,10:19:56 AM,1:01:36 PM,1:20:35 PM,normal,9700,10839,5,y,,
2023-12-07,8,dec_07,all,28,low,4,10:19:57 AM,10:24:10 AM,10:42:59 AM,normal,253,1382,2,y,,
2023-12-07,8,dec_07,all,28,medium,4,10:19:57 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,5,10:20:50 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,5,dead,,,normal,,10800,NA,,,
2023-12-07,8,dec_07,all,28,medium,5,10:20:53 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,6,10:21:32 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,6,10:21:34 AM,10:40:05 AM,10:56:32 AM,normal,1111,2098,1,y,,
2023-12-07,8,dec_07,all,28,medium,6,10:21:35 AM,12:55:26 PM,1:11:40 PM,normal,9231,10205,5,y,,
2023-12-07,8,dec_07,all,28,high,7,10:21:59 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,7,10:22:00 AM,10:44:54 AM,11:06:12 AM,normal,1374,2652,1,y,,
2023-12-07,8,dec_07,all,28,medium,7,10:22:04 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,8,10:22:39 AM,11:25:31 AM,11:42:11 AM,normal,3772,4772,4,y,,
2023-12-07,8,dec_07,all,28,low,8,10:22:40 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,medium,8,10:22:41 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,9,10:23:18 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,9,10:23:19 AM,10:32:47 AM,10:45:09 AM,normal,568,1310,2,y,,
2023-12-07,8,dec_07,all,28,medium,9,10:23:20 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,10,10:23:39 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,10,10:23:40 AM,10:36:58 AM,10:50:24 AM,normal,798,1604,2,y,,
2023-12-07,8,dec_07,all,28,medium,10,10:25:02 AM,10:48:56 AM,11:05:40 AM,normal,1434,2438,2,y,,
2023-12-07,8,dec_07,all,28,high,11,10:25:03 AM,10:29:24 AM,10:42:35 AM,normal,261,1052,1,y,,
2023-12-07,8,dec_07,all,28,low,11,10:25:04 AM,1:12:04 PM,1:29:53 PM,normal,10020,11089,5,y,,
2023-12-07,8,dec_07,all,28,medium,11,10:25:05 AM,,,normal,,10800,1,,,
2023-12-07,8,dec_07,all,28,high,12,10:25:06 AM,12:32:46 PM,12:46:18 PM,normal,7660,8472,5,y,,
2023-12-07,8,dec_07,all,28,low,12,10:25:07 AM,10:45:32 AM,10:55:34 AM,normal,1225,1827,0,y,,
2023-12-07,8,dec_07,all,28,medium,12,10:25:11 AM,11:12:26 AM,11:50:31 AM,normal,2835,5120,4,y,,
2023-12-07,8,dec_07,all,28,high,13,10:25:29 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,13,10:25:47 AM,,,normal,,10800,4,,,
2023-12-07,8,dec_07,all,28,medium,13,10:25:49 AM,12:12:46 PM,12:29:28 PM,normal,6417,7419,5,y,,
2023-12-07,8,dec_07,all,28,high,14,10:25:58 AM,,,normal,,10800,3,,,
2023-12-07,8,dec_07,all,28,low,14,10:26:17 AM,1:12:11 PM,1:34:11 PM,normal,9954,11274,5,y,,
2023-12-07,8,dec_07,all,28,medium,14,10:26:18 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,15,10:26:58 AM,12:24:17 PM,12:34:58 PM,normal,7039,7680,5,y,,
2023-12-07,8,dec_07,all,28,low,15,10:26:58 AM,11:02:19 AM,11:22:04 AM,normal,2121,3306,1,y,,
2023-12-07,8,dec_07,all,28,medium,15,10:27:35 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,16,10:27:36 AM,,,normal,,10800,4,,,
2023-12-07,8,dec_07,all,28,low,16,10:27:37 AM,11:07:09 AM,11:33:25 AM,normal,2372,3948,2,y,,
2023-12-07,8,dec_07,all,28,medium,16,10:27:47 AM,10:34:21 AM,10:59:28 AM,normal,394,1901,1,y,,
2023-12-07,8,dec_07,all,28,high,17,10:28:34 AM,,,normal,,10800,1,,,
2023-12-07,8,dec_07,all,28,low,17,10:28:37 AM,12:53:31 PM,1:12:52 PM,normal,8694,9855,5,y,,
2023-12-07,8,dec_07,all,28,medium,17,10:28:37 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,high,18,10:28:50 AM,12:58:43 PM,1:16:18 PM,normal,8993,10048,5,y,,
2023-12-07,8,dec_07,all,28,low,18,10:28:51 AM,10:34:49 AM,10:54:46 AM,normal,358,1555,1,y,,
2023-12-07,8,dec_07,all,28,medium,18,dead,,,normal,,10800,NA,,,
2023-12-07,8,dec_07,all,28,high,19,10:30:35 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,19,10:30:36 AM,10:35:03 AM,10:54:55 AM,normal,267,1459,1,y,,
2023-12-07,8,dec_07,all,28,medium,19,10:30:37 AM,10:43:56 AM,10:55:02 AM,normal,799,1465,1,y,,
2023-12-07,8,dec_07,all,28,high,20,10:30:37 AM,,,normal,,10800,5,,,
2023-12-07,8,dec_07,all,28,low,20,10:30:38 AM,10:35:18 AM,10:49:35 AM,normal,280,1137,1,y,,
2023-12-07,8,dec_07,all,28,medium,20,10:30:38 AM,10:44:06 AM,11:01:50 AM,normal,808,1872,1,y,,
2023-12-09,9,dec_09,some,30,low,1,9:10:23 AM,NA,NA,glued,,10800,5,,,24.1 deg C 
2023-12-09,9,dec_09,some,30,medium,1,9:10:24 AM,NA,NA,glued,,10800,5,,,36% RH
2023-12-09,9,dec_09,some,30,high,1,9:10:44 AM,,,normal,,10800,0,,,
2023-12-09,9,dec_09,some,30,low,2,9:11:59 AM,NA,NA,glued,,10800,2,,,
2023-12-09,9,dec_09,some,30,medium,2,9:12:00 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,high,2,9:12:00 AM,,,normal,,10800,4,,,
2023-12-09,9,dec_09,some,30,low,3,dead,NA,NA,glued,,10800,NA,,,
2023-12-09,9,dec_09,some,30,medium,3,9:12:38 AM,NA,NA,glued,,10800,1,,,
2023-12-09,9,dec_09,some,30,high,3,9:13:06 AM,9:27:59 AM,9:48:44 AM,normal,893,2138,0,y,,
2023-12-09,9,dec_09,some,30,low,4,9:14:36 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,medium,4,9:14:37 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,high,4,9:14:37 AM,,,normal,,10800,5,,,
2023-12-09,9,dec_09,some,30,low,5,9:14:38 AM,NA,NA,glued,,10800,2,,,
2023-12-09,9,dec_09,some,30,medium,5,9:15:34 AM,NA,NA,glued,,10800,0,,,
2023-12-09,9,dec_09,some,30,high,5,9:15:35 AM,9:31:36 AM,9:53:29 AM,normal,961,2274,0,y,,
2023-12-09,9,dec_09,some,30,low,6,9:15:37 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,medium,6,9:15:39 AM,NA,NA,glued,,10800,3,,,
2023-12-09,9,dec_09,some,30,high,6,9:16:13 AM,,,normal,,10800,1,,,
2023-12-09,9,dec_09,some,30,low,7,9:17:04 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,medium,7,9:17:05 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,high,7,9:17:27 AM,,,normal,,10800,0,,,
2023-12-09,9,dec_09,some,30,low,8,9:18:00 AM,NA,NA,glued,,10800,0,,,
2023-12-09,9,dec_09,some,30,medium,8,9:18:00 AM,NA,NA,glued,,10800,3,,,
2023-12-09,9,dec_09,some,30,high,8,9:18:01 AM,,,normal,,10800,1,,,
2023-12-09,9,dec_09,some,30,low,9,9:19:09 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,medium,9,9:19:10 AM,NA,NA,glued,,10800,4,,,
2023-12-09,9,dec_09,some,30,high,9,9:19:11 AM,,,normal,,10800,5,,,
2023-12-09,9,dec_09,some,30,low,10,9:19:37 AM,NA,NA,glued,,10800,4,,,
2023-12-09,9,dec_09,some,30,medium,10,9:20:32 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,high,10,9:20:34 AM,,,normal,,10800,0,,,
2023-12-09,9,dec_09,some,30,low,11,9:20:37 AM,NA,NA,glued,,10800,4,,,
2023-12-09,9,dec_09,some,30,medium,11,9:21:36 AM,NA,NA,glued,,10800,3,,,
2023-12-09,9,dec_09,some,30,high,11,9:21:38 AM,,,normal,,10800,1,,,
2023-12-09,9,dec_09,some,30,low,12,9:23:06 AM,NA,NA,glued,,10800,0,,,
2023-12-09,9,dec_09,some,30,medium,12,9:23:08 AM,NA,NA,glued,,10800,1,,,
2023-12-09,9,dec_09,some,30,high,12,9:23:32 AM,,,normal,,10800,0,,,
2023-12-09,9,dec_09,some,30,low,13,9:23:54 AM,NA,NA,glued,,10800,5,,,
2023-12-09,9,dec_09,some,30,medium,13,9:26:21 AM,NA,NA,glued,,10800,1,,,
2023-12-09,9,dec_09,some,30,high,13,9:26:22 AM,11:58:52 AM,12:19:03 PM,normal,9150,10361,5,y,,
2023-12-09,9,dec_09,some,30,low,14,9:26:23 AM,NA,NA,glued,,10800,0,,,
2023-12-09,9,dec_09,some,30,medium,14,9:26:24 AM,NA,NA,glued,,10800,0,,,
2023-12-09,9,dec_09,some,30,high,14,9:26:25 AM,9:38:35 AM,9:53:43 AM,normal,730,1638,1,y,,
2023-12-09,9,dec_09,some,30,low,15,9:26:26 AM,NA,NA,glued,,10800,2,,,
2023-12-09,9,dec_09,some,30,medium,15,9:26:27 AM,NA,NA,glued,,10800,1,,,
2023-12-09,9,dec_09,some,30,high,15,9:26:28 AM,9:44:53 AM,10:06:33 AM,normal,1105,2405,1,y,,
2023-12-09,9,dec_09,some,30,low,16,9:27:33 AM,NA,NA,glued,,10800,2,,,
2023-12-09,9,dec_09,some,30,medium,16,9:27:34 AM,NA,NA,glued,,10800,0,,,
