days,batch,female_age,number_of_days,treatment,vial,offspring,daily_offspring,notes
feb 4 - feb 8,18,24-27,4,high,4,125,31.25,
feb 4 - feb 8,18,24-27,4,high,5,100,25,
feb 4 - feb 8,18,24-27,4,high,6,122,30.5,
feb 4 - feb 8,18,24-27,4,high,7,112,28,
feb 4 - feb 8,18,24-27,4,high,8,0,0,
feb 4 - feb 8,18,24-27,4,high,9,89,22.25,
feb 4 - feb 8,18,24-27,4,high,10,62,15.5,
feb 4 - feb 8,18,24-27,4,high,11,150,37.5,
feb 4 - feb 8,18,24-27,4,high,12,38,9.5,
feb 4 - feb 8,18,24-27,4,high,13,0,0,
feb 4 - feb 8,18,24-27,4,high,14,0,0,
feb 4 - feb 8,18,24-27,4,high,15,114,28.5,
feb 4 - feb 8,18,24-27,4,high,16,65,16.25,
feb 4 - feb 8,18,24-27,4,high,17,75,18.75,
feb 4 - feb 8,18,24-27,4,high,18,NA,NA,
feb 4 - feb 8,18,24-27,4,high,19,113,28.25,
feb 4 - feb 8,18,24-27,4,high,20,121,30.25,
feb 8 - feb 12,19,28-31,4,low,1,0,0,
feb 8 - feb 12,19,28-31,4,low,2,124,31,
feb 8 - feb 12,19,28-31,4,low,3,84,21,
feb 8 - feb 12,19,28-31,4,low,4,NA,NA,
feb 8 - feb 12,19,28-31,4,low,5,51,12.75,
feb 8 - feb 12,19,28-31,4,low,6,20,5,
feb 8 - feb 12,19,28-31,4,low,7,100,25,
feb 8 - feb 12,19,28-31,4,low,8,105,26.25,
feb 8 - feb 12,19,28-31,4,low,9,42,10.5,
feb 8 - feb 12,19,28-31,4,low,10,0,0,
feb 8 - feb 12,19,28-31,4,low,11,0,0,
feb 8 - feb 12,19,28-31,4,low,12,81,20.25,
feb 8 - feb 12,19,28-31,4,low,13,80,20,
feb 8 - feb 12,19,28-31,4,low,14,125,31.25,
feb 8 - feb 12,19,28-31,4,low,15,0,0,
feb 8 - feb 12,19,28-31,4,low,16,96,24,
feb 8 - feb 12,19,28-31,4,low,17,102,25.5,
feb 8 - feb 12,19,28-31,4,low,18,0,0,
feb 8 - feb 12,19,28-31,4,low,19,22,5.5,
feb 8 - feb 12,19,28-31,4,low,20,NA,NA,
feb 8 - feb 12,19,28-31,4,medium,1,NA,NA,
feb 8 - feb 12,19,28-31,4,medium,2,105,26.25,
feb 8 - feb 12,19,28-31,4,medium,3,131,32.75,
feb 8 - feb 12,19,28-31,4,medium,4,106,26.5,
feb 8 - feb 12,19,28-31,4,medium,5,NA,NA,
feb 8 - feb 12,19,28-31,4,medium,6,70,17.5,
feb 8 - feb 12,19,28-31,4,medium,7,101,25.25,
feb 8 - feb 12,19,28-31,4,medium,8,2,0.5,
feb 8 - feb 12,19,28-31,4,medium,9,44,11,
feb 8 - feb 12,19,28-31,4,medium,10,27,6.75,
feb 8 - feb 12,19,28-31,4,medium,11,0,0,
feb 8 - feb 12,19,28-31,4,medium,12,52,13,
feb 8 - feb 12,19,28-31,4,medium,13,126,31.5,
feb 8 - feb 12,19,28-31,4,medium,14,24,6,
feb 8 - feb 12,19,28-31,4,medium,15,NA,NA,
feb 8 - feb 12,19,28-31,4,medium,16,NA,NA,
feb 8 - feb 12,19,28-31,4,medium,17,49,12.25,
feb 8 - feb 12,19,28-31,4,medium,18,88,22,
feb 8 - feb 12,19,28-31,4,medium,19,3,0.75,
feb 8 - feb 12,19,28-31,4,medium,20,78,19.5,
feb 8 - feb 12,19,28-31,4,high,1,1,0.25,
feb 8 - feb 12,19,28-31,4,high,2,NA,NA,
feb 8 - feb 12,19,28-31,4,high,3,0,0,
feb 8 - feb 12,19,28-31,4,high,4,45,11.25,
feb 8 - feb 12,19,28-31,4,high,5,86,21.5,
feb 8 - feb 12,19,28-31,4,high,6,122,30.5,
feb 8 - feb 12,19,28-31,4,high,7,81,20.25,
feb 8 - feb 12,19,28-31,4,high,8,NA,NA,
feb 8 - feb 12,19,28-31,4,high,9,34,8.5,
feb 8 - feb 12,19,28-31,4,high,10,2,0.5,
feb 8 - feb 12,19,28-31,4,high,11,78,19.5,
feb 8 - feb 12,19,28-31,4,high,12,NA,NA,
feb 8 - feb 12,19,28-31,4,high,13,0,0,
feb 8 - feb 12,19,28-31,4,high,14,2,0.5,
feb 8 - feb 12,19,28-31,4,high,15,9,2.25,
feb 8 - feb 12,19,28-31,4,high,16,95,23.75,
feb 8 - feb 12,19,28-31,4,high,17,56,14,
feb 8 - feb 12,19,28-31,4,high,18,NA,NA,
feb 8 - feb 12,19,28-31,4,high,19,85,21.25,
feb 8 - feb 12,19,28-31,4,high,20,121,30.25,
